,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Pandora Track,Unnamed: 0,channelId,channelUsername,channelUrl,numberOfSubscribers,channelTotalViews,channelTotalVideos,viewCount
3385,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,USSM11408374,3457,23.2,1060255231,88246,45330466,71.0,950074212,5331921,639780,19939783,196304893,200462207,117.0,54682,32,183,0,23,0,0,0,8460234,0,,,,,,,,,
3386,"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2019-02-13,QMRSZ1802908,3463,23.2,509011250,72182,9700882,67.0,220773540,2241242,195726,94397647,685543612,40401043,31.0,9535,0,2,0,1,127404246,0,12271237,3377256,0,127404246,,,,,,,,
3387,Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,2023-11-03,ES31E2304202,3478,23.1,964357785,2,21523,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3388,Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,2013-01-01,USWB11302648,3489,23.1,718634962,116033,31380421,65.0,88651556,872188,220691,63662766,429272415,30042463,64.0,49011,625,42,0,11,524355500,0,0,14696611,1,524355500,179.0,UCe3yZzUwpmy2eKKmF9svX0Q,JasonDerulo,https://www.youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q,40900000.0,23746369411.0,4748.0,33640.0
3389,Nail Tech,Nail Tech,Jack Harlow,2022-02-18,USAT22200223,3497,23.1,224376030,65837,16010323,56.0,67524036,880646,28152,15485348,205572867,491741705,28.0,28104,103,17,0,9,10975482,0,0,581658,1,10975482,273.0,UC6vZl7Qj7JglLDmN_7Or-ZQ,JackHarlow,https://www.youtube.com/channel/UC6vZl7Qj7JglLDmN_7Or-ZQ,3010000.0,1923331243.0,131.0,1693482.0
3390,Lahore,Kultural Inkursions,Guru Randhawa,2018-07-27,TCADS1892866,3496,23.1,77999,96,7682,,1174983850,6804449,0,433,6457,166548749,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3391,The Summoning,The Summoning - Single,Sleep Token,2023-01-06,GBUM72200352,3484,23.1,135976140,41454,4335379,69.0,37952419,465940,3074,1344946,14785534,6852259,22.0,3782,3,1,0,2,2998363,0,861468,390413,0,2998363,,,,,,,,
3392,TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,2020-06-12,QZA742002508,3481,23.1,169376113,37282,5544584,2.0,485978356,7474199,481594,84039891,728033853,309404629,12.0,5773,0,5,0,0,4875023,0,0,1192023,1,4875023,,,,,,,,
3393,Cover Me Up,Cover Me Up,Morgan Wallen,2019-04-05,QZ22S1800057,3499,23.1,457252350,58811,6992809,70.0,284333103,1250573,152118,25018657,226942604,162713583,14.0,946,0,2,0,7,189236636,0,5855288,821584,0,189236636,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
3394,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214895,3495,23.1,360149048,49439,8856237,69.0,94595491,955663,32000,21771827,154135701,31810445,11.0,681,0,0,0,2,14011928,0,0,290721,0,14011928,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
3395,Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,2024-05-24,USA2P2432334,3494,23.1,8104357,456,36732009,68.0,9180171,67291,0,0,0,0,3.0,0,0,1,0,0,0,0,0,23137,0,,,,,,,,,
3396,Get A Guitar,Get A Guitar,RIIZE,2023-09-04,KRA302300278,3485,23.1,67887030,5721,6337730,,106807094,1208052,32698,61647208,430468374,617159135,7.0,1289,0,3,0,10,49008,152,0,170700,0,49008,,,,,,,,
3397,Heat,Heat (feat. Gunna),Gunna,2019-06-20,USRC11901581,3486,23.1,174090982,34958,4874126,55.0,353442033,2306325,47184,2178301,26278533,58837438,31.0,117118,1,9,0,12,227151889,0,0,2095650,1,227151889,209.0,UCAkIMkEaa9sZmjcy7mfd5lQ,GunnaOfficial,https://www.youtube.com/channel/UCAkIMkEaa9sZmjcy7mfd5lQ,3030000.0,2386427786.0,355.0,8391690.0
3398,Birds In The Sky,Birds In The Sky - Single,New Era,2023-12-08,GBAHT2301496,3480,23.1,21664308,2953,13358420,,0,0,0,0,0,0,22.0,7422,0,14,0,31,0,0,7548568,126086,0,,,,,,,,,
3399,I Was Never There,"My Dear Melancholy,",The Weeknd,2018-03-29,USUG11800570,3488,23.1,995463505,139596,44549966,78.0,283348553,3003483,32188,23839570,175752903,4107073,28.0,283,0,20,0,0,18564718,0,0,3364449,0,18564718,,,,,,,,
3400,How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,2024-04-19,USZXT2454115,3490,23.1,9591249,4565,35057668,,339265,6058,0,0,0,0,16.0,3654,3,19,0,36,4695,19,226016,80244,0,4695,,,,,,,,
3401,Hang Tight Honey,Hang Tight Honey,Lainey Wilson,2024-05-13,QMRSZ2400819,3482,23.1,2378738,544,2536543,,261611,5555,0,0,0,0,12.0,11504,3,2,0,37,2043207,278,0,31828,0,2043207,,,,,,,,
3402,Bar,Bar,TINI,2021-11-11,USHR12142718,3487,23.1,231155441,33491,8783650,54.0,314218837,1831905,155,4004,72618,55444647,22.0,6476,297,11,0,11,142174,205,0,313366,0,142174,,,,,,,,
3403,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,2023-01-25,FR10S2319442,3498,23.1,17745591,2837,283039,47.0,172379457,1396751,583900,62524027,749416523,0,6.0,32,0,0,0,0,0,0,0,62461,1,,,,,,,,,
3404,Case,Ghost,Diljit Dosanjh,2023-09-29,TCAHK2379738,3479,23.1,48353674,7078,4725307,,97635698,720820,0,357879,5805614,30508935,8.0,369,0,0,0,7,66498,64,0,69548,0,66498,,,,,,,,
3405,Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,2023-12-15,INC622212231,3491,23.1,29171226,1511,3365447,,84972873,1156897,0,0,0,182268973,1.0,0,0,0,0,8,0,0,0,0,0,,,,,,,,,
3406,Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,2021-11-18,BRWMB2100422,3493,23.1,74338196,12229,3938315,45.0,85204123,792210,2417878,167650207,2134165382,428427646,18.0,2717,2,33,0,9,183,0,0,203455,0,183,,,,,,,,
3407,As It Was,As It Was - Single,Hundreds,2023-03-24,DETO32300012,3483,23.1,479006,111,76454,30.0,236027939,2149041,0,0,0,7225289,1.0,161,0,1,0,0,0,0,0,0,0,,,,,,,,,
3408,Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2014-02-18,TCABX1403338,3524,23.0,0,342,115537,1.0,2049579300,2525179,0,0,0,162444563,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3409,Sial,fï¿½ï¿½,Mahalini,2023-01-23,FR10S2380774,3525,23.0,324327622,13022,4228094,75.0,97061421,500989,449308,131329737,1614389086,45212529,8.0,5387,0,0,0,0,0,0,0,97349,0,,,,,,,,,
3410,Pelele,Pelele,Morad,2021-12-24,QMFMF2131945,3508,23.0,153262121,62043,3300200,64.0,105229861,923515,360974,61225741,777095126,95438,11.0,4605,18,2,0,5,6486,0,0,631030,0,6486,,,,,,,,
3411,"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023-12-22,INS182303704,3519,23.0,26192177,1252,1466065,,83675431,568393,0,0,0,331489524,6.0,799,0,0,0,13,0,0,0,53388,0,,,,,,,,,
3412,CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,USUM72222553,3517,23.0,89487508,7595,3622886,66.0,64767621,301091,896706,29472860,466245707,1327214,5.0,310,0,1,0,8,6070386,0,0,186834,0,6070386,111.0,UCZuPJZ2kGFdlbQu1qotZaHw,KarolG,https://www.youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw,39000000.0,27850286887.0,162.0,125238329.0
3413,Krippy Kush,Krippy Kush,Farruko,2017-08-04,USSD11700349,3500,23.0,261207310,29638,8623457,56.0,1008664592,6613034,236451,36410655,251282695,158479261,31.0,2716,16,21,0,22,71133130,0,0,1577890,1,71133130,113.0,UCqFhfan_P2AmGVB1X2B-3Aw,farruko,https://www.youtube.com/channel/UCqFhfan_P2AmGVB1X2B-3Aw,19900000.0,11264743668.0,315.0,758295.0
3414,Do It,VULTURES 1,Kanye West,2024-02-09,QZ7XS2400007,3503,23.0,58509914,11523,11610664,,971307,26740,0,7537500,62692000,0,3.0,2925,0,0,0,0,0,0,0,92765,1,,167.0,UCs6eXM7s8Vl5WcECcRHc2qQ,kanyewest,https://www.youtube.com/channel/UCs6eXM7s8Vl5WcECcRHc2qQ,11500000.0,8245751734.0,20.0,4244107.0
3415,Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2024-02-23,USLZJ2475867,3518,23.0,95980260,6191,39878495,79.0,16013821,177114,0,0,0,1136738,7.0,0,0,29,0,18,0,0,0,24463,0,,,,,,,,,
3416,Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208786,3521,23.0,134971918,58239,5643840,64.0,8374578,77621,5871,5401097,34056492,0,5.0,248,10,0,0,5,2207651,597,0,0,1,2207651,,,,,,,,
3417,Cuaderno,Climaxxx,Dalex,2019-05-10,QM9WM1900130,3511,23.0,415170963,57071,15542644,63.0,618739499,3018799,106464,10874942,72178937,27037557,54.0,2681,0,6,0,4,8770761,0,0,882993,1,8770761,345.0,UCeSCejKJS0W4LTptFuBYU0g,dalex,https://www.youtube.com/channel/UCeSCejKJS0W4LTptFuBYU0g,6480000.0,5052975362.0,374.0,16302.0
3418,Leja Re,Leja Re,Dhvani Bhanushali,2018-11-24,INS181802759,3504,23.0,64612903,7444,1576312,55.0,1035234284,6201188,0,1418,8550,95977596,7.0,225,0,0,0,2,0,0,0,136790,0,,,,,,,,,
3419,Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,2024-06-01,ROGRA2400380,3522,23.0,881858,75,194541,53.0,7429733,106911,0,0,0,0,1.0,0,0,1,0,0,0,0,0,11206,0,,,,,,,,,
3420,Paro - Speed Up,Paro (Speed Up),Nej,2021-05-20,FRX282231651,3512,23.0,92866817,20834,6538674,53.0,510081,8586,3196641,483475908,6637149421,0,3.0,3,0,0,0,0,0,0,0,1728511,1,,,,,,,,,
3421,"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,2022-09-08,USWB12205041,3501,23.0,261905370,42715,5866774,75.0,23316855,136558,12980,2406657,16825671,19844,14.0,45,0,2,0,16,20283919,0,4272052,345080,0,20283919,230.0,UCwK3C8Vgphad4PweezfUBAQ,zachbryan1067,https://www.youtube.com/channel/UCwK3C8Vgphad4PweezfUBAQ,1410000.0,1677741279.0,172.0,242487.0
3422,Girl,Easy Money Baby,Myke Towers,2020-01-24,QM4TW2040254,3523,23.0,358885100,66574,10919097,70.0,386760006,2110339,256873,40681006,384081312,20323581,35.0,8648,0,4,0,8,12496355,0,0,921816,1,12496355,255.0,UCLk8IJ1TwI7Xl7UUfAD8xPQ,MykeTowers,https://www.youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ,13700000.0,11289851564.0,1245.0,531732.0
3423,Saving Up,Saving Up,Dom Dolla,2023-10-06,USQX92305379,3516,23.0,68053989,21585,55905413,,1482245,22209,7007,3086204,48264636,1223,34.0,273,145,30,0,22,375025,411,1458301,337132,0,375025,,,,,,,,
3424,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703429,3505,23.0,973400151,172881,24951320,74.0,320288878,2792426,101201,14078490,83669477,26594177,2.0,487,17,0,0,1,0,0,0,0,1,,77.0,UCqwxMqUcL-XC3D9-fTP93Mg,LILUZIVERT,https://www.youtube.com/channel/UCqwxMqUcL-XC3D9-fTP93Mg,9940000.0,5326976544.0,231.0,1537353.0
3425,Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,2021-03-19,USSM12101091,3502,23.0,331506695,116321,15413876,65.0,22151531,381423,24736,13454627,89324319,3032466,38.0,4038,0,7,0,3,9501580,0,0,363790,1,9501580,208.0,UCEB4a5o_6KfjxHwNMnmj54Q,liltjay,https://www.youtube.com/channel/UCEB4a5o_6KfjxHwNMnmj54Q,6190000.0,3114428358.0,146.0,1686528.0
3426,"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018-12-13,INS181802942,3515,23.0,74027513,5648,3808001,59.0,1014261335,4638798,0,0,0,105077396,1.0,1310,0,0,0,2,0,0,0,168398,0,,,,,,,,,
3427,LLYLM,LLYLM,ROSALï¿½,2023-01-27,USSM12300114,3513,23.0,163400564,25380,8516973,60.0,37506561,368510,14073,8297832,107127704,58633125,75.0,70787,9,36,0,33,773952,0,0,1343247,0,773952,,,,,,,,
3428,Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,2022-05-25,INU252204222,3510,23.0,146988095,16234,2550626,59.0,262992730,4331524,274492,4894124,69189680,826816,8.0,259,0,0,0,3,99964,0,0,366308,1,99964,,,,,,,,
3429,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,2015-06-05,GB28K1500038,3506,23.0,24407534,2389,473657,29.0,1753379058,9702237,0,0,0,297504743,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3430,If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,2022-06-10,UKP3G2004606,3514,23.0,433037,120,15324,20.0,386932138,889910,0,0,0,34561,4.0,1,0,0,0,0,418696,737,0,0,0,418696,,,,,,,,
3431,La player (Bandolera),La Player (Bandolera),Zion & Lennox,2018-02-23,USWL11700273,3520,23.0,603009543,60339,19082403,65.0,752863338,1897331,25591,2655600,33166882,107154352,33.0,13214,19,32,0,42,45328272,0,386024,1628610,0,45328272,221.0,UCyInsLK0iu7xYvKmOKIZe8w,ZionLennox,https://www.youtube.com/channel/UCyInsLK0iu7xYvKmOKIZe8w,3710000.0,3794935273.0,264.0,3034180.0
3432,ART,TYLA,Tyla,2024-03-01,USSM12308662,3507,23.0,46863836,3984,25998283,,17633827,366176,0,164042,2574072,135441443,45.0,5608,16,32,0,69,2186273,832,0,221323,0,2186273,328.0,UC8HOgNWipVorrlBH8oN2R-A,Tylaofficial,https://www.youtube.com/channel/UC8HOgNWipVorrlBH8oN2R-A,4620000.0,1628517138.0,161.0,403050.0
3433,Let's Love,Let's Love,Sia,2020-09-11,UKWLH2000001,3509,23.0,222571023,44252,11141387,57.0,68547283,647482,851690,20613081,221346418,13295182,102.0,229947,0,73,0,22,1541516,605,0,5019153,0,1541516,,,,,,,,
3434,DASH,Fe3O4: BREAK,NMIXX,2024-01-15,US5TA2300179,3530,22.9,40620097,2870,8114713,11.0,59080794,673001,0,211047,1553400,564484545,7.0,940,18,6,0,15,82843,88,0,47823,0,82843,,,,,,,,
3435,On My Mind,On My Mind,Diplo,2019-12-13,USZ4V1900134,3526,22.9,287897439,146593,20526230,60.0,68649223,853541,175051,126561681,855075576,11842376,74.0,27171,113,42,0,21,7837045,0,0,1261710,0,7837045,,,,,,,,
3436,Vampiro,Vampiro,Matuï¿,2022-03-29,BXW922100034,3527,22.9,250112783,37790,7871652,67.0,207570990,2206717,77011,12026795,81406851,27177813,18.0,250,0,29,0,5,0,0,0,124505,0,,,,,,,,,
3437,Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,2023-10-06,USUG12306086,3535,22.9,61355849,24182,4216247,,11131343,254050,5211,1366663,16120565,191669953,2.0,276,31,0,0,0,636999,476,0,141072,1,636999,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
3438,Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,2024-05-10,GBUM72402016,3542,22.9,10114922,1567,19516267,74.0,0,0,0,0,0,0,38.0,7781,0,39,0,93,317663,14,33779,97199,0,317663,294.0,UCP4Xo2CiV9hilARkz8rxIjg,medusaoficjalnie,https://www.youtube.com/channel/UCP4Xo2CiV9hilARkz8rxIjg,1240000.0,55349519.0,121.0,101252.0
3439,Delincuente,Delincuente,Tokischa,2022-08-19,RDRAY2200003,3541,22.9,190095480,35863,12100534,68.0,83772680,753857,358618,88295849,801557207,65010,17.0,256,0,4,0,0,2203900,0,0,1258357,1,2203900,,,,,,,,
3440,Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,2024-03-15,USRC12400579,3531,22.9,30301728,2993,12990773,,0,0,0,0,0,0,34.0,13668,0,19,0,57,5212163,0,707782,165367,1,5212163,,,,,,,,
3441,Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,2022-06-17,DECE72201091,3543,22.9,171920896,41774,34142715,65.0,14115131,142485,5176,2927375,51987916,1823310,39.0,124290,0,43,0,20,763822,224,0,1861356,0,763822,97.0,UCa11JO6WBzyxUV4fOPczfFw,TopicMusicTV,https://www.youtube.com/channel/UCa11JO6WBzyxUV4fOPczfFw,573000.0,581847660.0,116.0,22360.0
3442,SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,USQX92301939,3536,22.9,98301770,40539,4631003,63.0,30136123,792334,4786,2486105,19817648,795416,4.0,276,0,5,0,0,496043,0,0,120860,1,496043,,,,,,,,
3443,Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,2014-01-01,GB28K1400007,3538,22.9,602359731,109606,23041032,62.0,1099999155,5250942,22696,7842088,95570279,273766835,38.0,9467,0,35,0,7,61653955,0,7573210,8703879,0,61653955,,,,,,,,
3444,CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364186,3540,22.9,99022909,18212,7936625,,14594444,227707,0,0,0,0,8.0,378,0,0,0,4,2375239,611,1196116,240886,1,2375239,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
3445,"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023-12-15,INS182303636,3528,22.9,22277518,1494,2272746,,86835991,726713,0,0,0,1418486214,9.0,572,0,0,0,11,0,0,0,53230,0,,,,,,,,,
3446,Fever,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000834,3532,22.9,381166294,50838,9475236,57.0,168485708,1688852,1500542,51527633,728998950,67708098,102.0,80249,0,72,0,17,24075812,0,0,2185831,0,24075812,37.0,UC-J-KZfRV8c13fOCkhXdLiQ,dualipa,https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ,24000000.0,14141660405.0,308.0,16156875.0
3447,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,UYB282101025,3539,22.9,454467751,75230,11893074,67.0,35155712,250394,2,2248,13072,0,18.0,21338,0,8,0,9,16653,94,0,826070,0,16653,51.0,UCmS75G-98QihSusY7NfCZtw,Bizarrap,https://www.youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,22500000.0,10020463943.0,90.0,26348591.0
3448,Hands up!,Hands up!,6arelyhuman,2022-12-10,QZTB32254226,3533,22.9,144555119,30542,5116146,5.0,26566933,480339,160061,60350179,381921701,0,,0,0,0,0,0,570698,0,6690026,544824,1,570698,,,,,,,,
3449,Buenas,Buenas,Quevedo,2023-09-22,BK4DA2318657,3529,22.9,108163942,22023,7264376,,17211451,202291,12100,1978266,23664790,1117763,9.0,5991,0,8,0,7,67514,23,0,130949,0,67514,334.0,UCYEmGiiM21tGuCEtDJTfP1w,QuevedoPD,https://www.youtube.com/channel/UCYEmGiiM21tGuCEtDJTfP1w,2140000.0,1797632904.0,66.0,1492449.0
3450,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2024-02-09,USWB12400075,3537,22.9,72492332,5624,10655675,,19013959,630558,0,0,0,1025963249,20.0,1971,22,9,0,14,6020190,0,0,193722,0,6020190,,,,,,,,
3451,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,USQX92004148,3561,22.8,600521313,79793,18207064,65.0,50025071,705508,11463,10517561,79947183,1703122,95.0,169082,400,35,0,15,74483821,0,0,2448945,0,74483821,,,,,,,,
3452,So Am I,So Am I,Ava Max,2019-03-07,USAT21900569,3558,22.8,570045987,57702,10099210,66.0,368297733,4429234,233355,26434189,218968895,327698772,36.0,103692,23,18,0,18,37671421,0,0,4651739,0,37671421,58.0,UCOwgc8DswjoBMuuUU2ScPvQ,avamax,https://www.youtube.com/channel/UCOwgc8DswjoBMuuUU2ScPvQ,6690000.0,4268166823.0,233.0,407489.0
3453,Slide,Slide,Calvin Harris,2017-02-24,GBARL1700262,3555,22.8,1044358962,165916,41514442,69.0,37191231,380168,65020,31332915,323428098,402464,255.0,31180,90,83,0,30,144832941,0,0,8401595,1,144832941,72.0,UCIjYyZxkFucP_W-tmXg_9Ow,CalvinHarris,https://www.youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow,19400000.0,17608264463.0,87.0,84200.0
3454,Feel Good Inc.,Demon Days,Gorillaz,2005-05-23,GBAYE0500172,3548,22.8,1407382497,357484,72604627,78.0,1211241854,10819604,337277,152628012,1396761942,519221456,18.0,126129,172,131,0,90,0,0,0,0,0,,132.0,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,https://www.youtube.com/channel/UCfIXdjDQH9Fau7y99_Orpjw,11500000.0,6425322073.0,364.0,984390.0
3455,Me And My Broken Heart,Power Hits 2014,Rixton,2014-01-01,USUM71401800,3563,22.8,733931275,115255,27152345,71.0,535024991,4702620,293382,6037735,47138593,376872478,27.0,20296,138,22,0,4,499999791,0,0,6889166,0,499999791,316.0,UC52z4vKrrKQTGjQSkYAA-tg,RixtonVEVO,https://www.youtube.com/channel/UC52z4vKrrKQTGjQSkYAA-tg,794000.0,582945835.0,49.0,421237.0
3456,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,2019-06-28,USUM71911804,3566,22.8,332224927,90422,12036582,58.0,33056892,353473,51790,29352131,210052450,688339,20.0,35,0,17,0,1,6474132,0,44277759,722682,1,6474132,227.0,UC1ZBQ-F-yktYD4m5AzM6pww,MustardChannel,https://www.youtube.com/channel/UC1ZBQ-F-yktYD4m5AzM6pww,2080000.0,334307425.0,51.0,1088658.0
3457,Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,2021-08-11,INUM72100052,3565,22.8,25893883,3377,711026,46.0,535109576,7807029,0,0,0,159702368,2.0,664,0,1,509,7,759,0,0,88942,0,759,,,,,,,,
3458,Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,2014-11-11,MXF011400346,3560,22.8,296711145,17197,13770893,67.0,1599246274,4273511,144200,3933137,78337323,5228835,10.0,6169,0,17,0,3,27669036,0,0,970443,0,27669036,,,,,,,,
3459,Blinding Lights - Instrumental,Blinding Lights,The Weeknd,2020-09-11,USUG12003586,3553,22.8,5191059,1333,1102247,32.0,685599294,5046214,86612,34207191,490367040,18293,1.0,495,0,0,0,0,75074,0,0,0,0,75074,,,,,,,,
3460,Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,USUG12103658,3550,22.8,732118596,62990,35314187,69.0,31242374,533953,0,0,0,0,74.0,24287,0,11,0,59,47562205,0,0,982971,0,47562205,70.0,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,60700000.0,38424103158.0,285.0,928938.0
3461,Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2016-04-07,USSM11602625,3562,22.8,478791369,58453,15619408,63.0,964694090,6231853,512763,28874189,281205271,208345707,55.0,53264,36,64,0,12,17832312,0,143896,4680196,0,17832312,,,,,,,,
3462,Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,2023-04-28,AEA2D2300315,3545,22.8,155454907,26701,54553074,73.0,49199015,427756,535,81509,2164944,342422383,35.0,0,2,52,0,11,17898,72,0,1341106,0,17898,339.0,UCO6Rq8SSY5ui4ptyMkLirIQ,R3HAB,https://www.youtube.com/channel/UCO6Rq8SSY5ui4ptyMkLirIQ,1920000.0,882164325.0,679.0,49346.0
3463,TWINNEM,TWINNEM,Coi Leray,2021-09-20,USUM72115284,3557,22.8,34116353,10084,1619073,42.0,73393043,1278586,2426688,716422698,6661617341,305361285,10.0,966,0,4,0,8,13112166,0,1967272,1061424,1,13112166,,,,,,,,
3464,Mood,Mood,Makar,2022-08-05,QZMEN2295194,3551,22.8,86132200,50326,3786319,55.0,43654805,405433,204570,22270479,397336191,12171024,12.0,19437,0,5,0,2,327586,92,0,1548192,1,327586,,,,,,,,
3465,TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,2023-10-20,QZWA32200398,3549,22.8,94305899,11356,9053525,72.0,48837884,316446,24000,8394951,73323706,181125928,6.0,16,0,2,0,5,349115,82,0,203793,1,349115,,,,,,,,
3466,"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,2022-11-16,UYB282201029,3554,22.8,158017957,35544,6481114,62.0,112378481,3043988,33800,25195709,227308261,1218277,8.0,2244,0,10,0,14,0,0,0,137614,0,,51.0,UCmS75G-98QihSusY7NfCZtw,Bizarrap,https://www.youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,22500000.0,10020463943.0,90.0,26348591.0
3467,Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,2024-06-14,GBCPZ2423268,3546,22.8,0,8,3490536,,0,0,0,0,0,0,6.0,0,0,4,0,6,0,0,54974,0,0,,,,,,,,,
3468,KABUKI,KABUKI,Cuckoo Coco,2023-03-25,AUMEV2314402,3544,22.8,0,0,0,,254288195,617991,0,0,0,0,,18,0,0,0,0,0,0,0,0,1,,,,,,,,,
3469,The Bones,GIRL...The Bones,Maren Morris,2019-02-22,USG4X1800054,3556,22.8,461420009,32656,13523577,63.0,97498335,724848,46959,14368835,123888567,506561773,85.0,382468,276,15,0,67,225439269,0,0,2469386,0,225439269,,,,,,,,
